2026-07-13 10:20:05.655 | INFO     | src.extractors.text_extractor.text_extractor:extract_from_text:209 - 文本抽取流程启动：document_id=鄂尔多斯盆地西南缘双峰式火成岩年代学、成因及构造意义_郭伟，Chunk数=6，章节数=2，领域术语数=80
2026-07-13 10:21:11.970 | INFO     | src.extractors.text_extractor.text_extractor:extract_from_text:209 - 文本抽取流程启动：document_id=鄂尔多斯盆地西南缘双峰式火成岩年代学、成因及构造意义_郭伟，Chunk数=6，章节数=2，领域术语数=80
2026-07-13 10:22:09.014 | INFO     | src.extractors.text_extractor.text_extractor:extract_from_text:226 - 文档级Schema候选池完成：概念=30，关系=70，置信度=0.658，降级=False
2026-07-13 10:22:20.272 | INFO     | src.extractors.text_extractor.text_extractor:extract_text_chunk_graph:120 - Chunk 0:text:0 开始抽取：字符数=529，局部Schema概念=13，局部Schema关系=27
2026-07-13 10:25:47.252 | INFO     | src.extractors.text_extractor.text_extractor:extract_text_chunk_graph:129 - Chunk 0:text:0 实体抽取完成：候选数=12，候选名称=['华北克拉通', '胶辽地块', '前淮地块', '许昌地块', '阜平地块', '济宁地块', '阿拉善地块', '裂谷盆地', '孔兹岩带', '中央造山带', '胶－辽－吉带', '基性岩墙群']
2026-07-13 10:57:18.957 | INFO     | src.extractors.text_extractor.text_extractor:extract_from_text:275 - 文本抽取流程启动：document_id=鄂尔多斯盆地西南缘双峰式火成岩年代学、成因及构造意义_郭伟，Chunk数=6，章节数=2，领域术语数=80
2026-07-13 10:58:03.636 | INFO     | src.extractors.text_extractor.text_extractor:extract_from_text:292 - 文档级Schema候选池完成：概念=30，关系=70，置信度=0.658，降级=False
2026-07-13 10:58:03.640 | INFO     | src.extractors.text_extractor.text_extractor:extract_text_chunk_graph:177 - Chunk 0:text:0 开始抽取：字符数=529，局部Schema概念=13，局部Schema关系=27
2026-07-13 11:23:16.355 | INFO     | src.extractors.text_extractor.text_extractor:extract_from_text:337 - 文本抽取流程启动：document_id=鄂尔多斯盆地西南缘双峰式火成岩年代学、成因及构造意义_郭伟，Chunk数=6，章节数=2，领域术语数=80
2026-07-13 11:23:50.768 | INFO     | src.extractors.text_extractor.text_extractor:extract_from_text:354 - 文档级Schema候选池完成：概念=30，关系=70，置信度=0.658，降级=False
2026-07-13 11:23:50.781 | INFO     | src.extractors.text_extractor.text_extractor:extract_text_chunk_graph:241 - Chunk 0:text:0 开始抽取：字符数=529，局部Schema概念=13，局部Schema关系=27
2026-07-13 11:24:27.456 | INFO     | src.extractors.text_extractor.text_extractor:extract_text_chunk_graph:256 - Chunk 0:text:0 实体抽取完成：候选数=13，候选名称=['华北克拉通', '胶辽地块', '前淮地块', '许昌地块', '阜平地块', '济宁地块', '阿拉善地块', '裂谷盆地', '孔兹岩带', '中央造山带', '胶－辽－吉带', '陆内裂谷系统', '基性岩墙群']
